round_epochs,val_loss,val_accuracy,loss,accuracy,activation,batch_size,dropout,epochs,last_activation,losses,lr,optimizer
200,48.316647246086056,0.14864864945411682,3.7181016252665767e-05,1.0,<function elu at 0x7f0df1f939d8>,2,0.1,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.41000000000000003,<class 'keras.optimizers.Adam'>
200,489.05492834142734,0.14864864945411682,0.004391968995681357,1.0,<function relu at 0x7f0df1f93bf8>,7,0.1,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.41000000000000003,<class 'keras.optimizers.Adam'>
100,62.33638263393093,0.14864864945411682,0.056766500075658165,1.0,<function elu at 0x7f0df1f939d8>,7,0.4,100,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.23000000000000004,<class 'keras.optimizers.Adam'>
100,141.3379929001267,0.14864864945411682,0.020072454897065956,1.0,<function elu at 0x7f0df1f939d8>,7,0.1,100,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.14,<class 'keras.optimizers.Nadam'>
200,140.2292066007047,0.14864864945411682,0.1262849991520246,0.95238096,<function relu at 0x7f0df1f93bf8>,7,0.30000000000000004,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.05,<class 'keras.optimizers.Nadam'>
100,31.06180732314651,0.14864864945411682,0.06581008780215468,1.0,<function relu at 0x7f0df1f93bf8>,5,0.2,100,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.32,<class 'keras.optimizers.Adam'>
200,141.61025712296768,0.14864864945411682,0.0002447576847892546,1.0,<function elu at 0x7f0df1f939d8>,4,0.1,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.41000000000000003,<class 'keras.optimizers.Nadam'>
100,45.75329053724134,0.14864864945411682,0.18657016328402928,0.95238096,<function relu at 0x7f0df1f93bf8>,8,0.4,100,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.23000000000000004,<class 'keras.optimizers.Adam'>
100,8.531307516871271,0.13513512909412384,0.33948569372296333,0.95238096,<function elu at 0x7f0df1f939d8>,5,0.30000000000000004,100,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.05,<class 'keras.optimizers.Adam'>
200,106.00664231583879,0.14864864945411682,0.014336100862627583,1.0,<function elu at 0x7f0df1f939d8>,6,0.4,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.14,<class 'keras.optimizers.Nadam'>
200,14.920206965626898,0.20270270109176636,0.008538092586344906,1.0,<function elu at 0x7f0df1f939d8>,9,0.1,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.32,<class 'keras.optimizers.Nadam'>
100,64.88628707060943,0.14864864945411682,0.062466916938622795,1.0,<function relu at 0x7f0df1f93bf8>,7,0.4,100,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.23000000000000004,<class 'keras.optimizers.Adam'>
200,67.78266123178842,0.14864864945411682,0.0004121105282268088,1.0,<function elu at 0x7f0df1f939d8>,8,0.1,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.41000000000000003,<class 'keras.optimizers.Adam'>
100,77.9160389255833,0.14864864945411682,0.0375462924934081,1.0,<function relu at 0x7f0df1f93bf8>,4,0.2,100,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.32,<class 'keras.optimizers.Adam'>
100,34.22070034130199,0.14864864945411682,0.11544621789029666,1.0,<function relu at 0x7f0df1f93bf8>,6,0.30000000000000004,100,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.23000000000000004,<class 'keras.optimizers.Nadam'>
